sut,mutant_id,fault_class,mr_id,mr_meta_pattern,trial_id,killed,residual,tolerance,seed,status
burgers2d_pinn,M_WEIGHT_SCALE_L2,weight_semantics,PINN_MR_TEMPORAL_SMOOTHNESS,smoothness,0,0,0.013109850697219372,0.05398603901267052,20263614,OK
burgers2d_pinn,M_NORM_SHIFT,normalization_semantics,PINN_MR_INITIAL_REFERENCE,reference,0,1,0.07124154083909166,0.007905630050512346,20260615,OK
burgers2d_pinn,M_NORM_SHIFT,normalization_semantics,PINN_MR_SNAPSHOT_REFERENCE,reference,0,0,0.10091601233381856,0.21561204335332224,20261615,OK
burgers2d_pinn,M_NORM_SHIFT,normalization_semantics,PINN_MR_LOCAL_SMOOTHNESS,smoothness,0,0,0.01735091581940651,0.05205274745821953,20262615,OK
burgers2d_pinn,M_NORM_SHIFT,normalization_semantics,PINN_MR_TEMPORAL_SMOOTHNESS,smoothness,0,0,0.023185119032859802,0.0695553570985794,20263615,OK
burgers2d_pinn,M_NORM_SCALE,normalization_semantics,PINN_MR_INITIAL_REFERENCE,reference,0,1,0.05420332037635263,0.006602827458299605,20260616,OK
burgers2d_pinn,M_NORM_SCALE,normalization_semantics,PINN_MR_SNAPSHOT_REFERENCE,reference,0,0,0.09173392244713177,0.19091946686672917,20261616,OK
burgers2d_pinn,M_NORM_SCALE,normalization_semantics,PINN_MR_LOCAL_SMOOTHNESS,smoothness,0,0,0.03174037113785744,0.07617688737809658,20262616,OK
burgers2d_pinn,M_NORM_SCALE,normalization_semantics,PINN_MR_TEMPORAL_SMOOTHNESS,smoothness,0,0,0.022499574348330498,0.053998975083231926,20263616,OK
burgers2d_pinn,M_REF_INDEX_SHIFT,reference_alignment_semantics,PINN_MR_INITIAL_REFERENCE,reference,0,1,0.05145264718233469,0.008327426899671416,20260617,OK
burgers2d_pinn,M_REF_INDEX_SHIFT,reference_alignment_semantics,PINN_MR_SNAPSHOT_REFERENCE,reference,0,0,0.05025415671374003,0.17228333174569097,20261617,OK
burgers2d_pinn,M_REF_INDEX_SHIFT,reference_alignment_semantics,PINN_MR_LOCAL_SMOOTHNESS,smoothness,0,0,0.018316544592380524,0.06343051046133041,20262617,OK
burgers2d_pinn,M_REF_INDEX_SHIFT,reference_alignment_semantics,PINN_MR_TEMPORAL_SMOOTHNESS,smoothness,0,0,0.023870794102549553,0.0678541325032711,20263617,OK
burgers2d_pinn,M_REF_TIME_SHIFT,reference_alignment_semantics,PINN_MR_INITIAL_REFERENCE,reference,0,1,0.018632444337878393,0.006971452243105374,20260618,OK
burgers2d_pinn,M_REF_TIME_SHIFT,reference_alignment_semantics,PINN_MR_SNAPSHOT_REFERENCE,reference,0,0,0.06090633996277262,0.1763745227480067,20261618,OK
burgers2d_pinn,M_REF_TIME_SHIFT,reference_alignment_semantics,PINN_MR_LOCAL_SMOOTHNESS,smoothness,0,0,0.019197504967451096,0.05318344943225384,20262618,OK
burgers2d_pinn,M_REF_TIME_SHIFT,reference_alignment_semantics,PINN_MR_TEMPORAL_SMOOTHNESS,smoothness,0,0,0.0194671843200922,0.07173275202512741,20263618,OK
