mutant_id,mr_id,trial_id,residual
cylinder_flow_meshgraphnet::PC_zero_vy,mr_rollout_direction,8,0.34082627296447754
cylinder_flow_meshgraphnet::BC_zero_inflow,mr_channel_energy,8,0
cylinder_flow_meshgraphnet::BC_nonzero_wall,mr_channel_energy,8,0
cylinder_flow_meshgraphnet::MA_drop_edges,mr_channel_energy,8,0.29002267122268677
cylinder_flow_meshgraphnet::MA_permute_edges,mr_channel_energy,8,0.30179649591445923
cylinder_flow_meshgraphnet::NS_skip_denorm,mr_channel_energy,8,0.088863767683506012
cylinder_flow_meshgraphnet::NS_double_scale,mr_channel_energy,8,9.1597783580255054e-08
cylinder_flow_meshgraphnet::TR_sign_flip,mr_channel_energy,8,9.1597783580255054e-08
cylinder_flow_meshgraphnet::TR_double_step,mr_channel_energy,8,0.014395781792700291
cylinder_flow_meshgraphnet::PC_swap_xy,mr_channel_energy,8,0.40959542989730835
cylinder_flow_meshgraphnet::PC_zero_vy,mr_channel_energy,8,1
cylinder_flow_meshgraphnet::BC_zero_inflow,mr_swap_signature,8,-0.012768709738515075
cylinder_flow_meshgraphnet::BC_nonzero_wall,mr_swap_signature,8,-0.012768709738515075
cylinder_flow_meshgraphnet::MA_drop_edges,mr_swap_signature,8,0.0050564909241380945
cylinder_flow_meshgraphnet::MA_permute_edges,mr_swap_signature,8,-0.20345709322166061
cylinder_flow_meshgraphnet::NS_skip_denorm,mr_swap_signature,8,-0.012293349057571987
cylinder_flow_meshgraphnet::NS_double_scale,mr_swap_signature,8,-0.012768806751235599
cylinder_flow_meshgraphnet::TR_sign_flip,mr_swap_signature,8,0.012768744260288114
cylinder_flow_meshgraphnet::TR_double_step,mr_swap_signature,8,-0.014238202623248673
cylinder_flow_meshgraphnet::PC_swap_xy,mr_swap_signature,8,0.99999999999181521
cylinder_flow_meshgraphnet::PC_zero_vy,mr_swap_signature,8,-0.041641231308775152
cylinder_flow_meshgraphnet::BC_zero_inflow,mr_update_smoothness,8,0
cylinder_flow_meshgraphnet::BC_nonzero_wall,mr_update_smoothness,8,0
cylinder_flow_meshgraphnet::MA_drop_edges,mr_update_smoothness,8,0.051298283025826515
cylinder_flow_meshgraphnet::MA_permute_edges,mr_update_smoothness,8,0.29495013940158821
cylinder_flow_meshgraphnet::NS_skip_denorm,mr_update_smoothness,8,13147.097080348774
cylinder_flow_meshgraphnet::NS_double_scale,mr_update_smoothness,8,2.9999991541165762
cylinder_flow_meshgraphnet::TR_sign_flip,mr_update_smoothness,8,0
cylinder_flow_meshgraphnet::TR_double_step,mr_update_smoothness,8,2.9904613955723076
cylinder_flow_meshgraphnet::PC_swap_xy,mr_update_smoothness,8,2.114708559325188e-07
cylinder_flow_meshgraphnet::PC_zero_vy,mr_update_smoothness,8,0.51301259478123762
